Image_Folder,Type,Type_encoded
samples/train_images/40.37438861785687_-73.99995754567652.png,Negative,3
samples/train_images/36.6777609266312_-121.97465635203466.png,Negative,3
samples/train_images/45.15180366681399_-99.23081942489996.png,Negative,3
samples/train_images/36.07917841340538_-93.53701858918596.png,Negative,3
samples/train_images/44.01942233932574_-68.67939298314224.png,Negative,3
samples/train_images/39.39344752886912_-76.40134049133157.png,Negative,3
samples/train_images/40.70457216867376_-73.1101880044915.png,Negative,3
samples/train_images/33.68216899482198_-116.2049324882966.png,Negative,3
samples/train_images/32.914893176062975_-101.61936475585642.png,Negative,3
samples/train_images/24.80687853332754_-80.76728320107085.png,Negative,3
samples/train_images/36.44812664860844_-94.55932529578678.png,Negative,3
samples/train_images/39.09129100647967_-83.21745218322447.png,Negative,3
samples/train_images/41.98039680027548_-89.48712611000167.png,Negative,3
samples/train_images/42.45494763246431_-89.07076255003464.png,Negative,3
samples/train_images/39.534413737213214_-87.74957175618289.png,Negative,3
samples/train_images/33.566786959564254_-117.212036823869.png,Negative,3
samples/train_images/36.3509306159804_-92.24714188266192.png,Negative,3
samples/train_images/33.350910831645194_-101.11733706304516.png,Negative,3
samples/train_images/38.10783835405162_-83.51509600293011.png,Negative,3
samples/train_images/33.93725893773406_-117.26904489748416.png,Negative,3
samples/train_images/35.097477988348345_-118.36396178445848.png,Negative,3
samples/train_images/32.95407529436436_-101.59451111778046.png,Negative,3
samples/train_images/33.9586999222735_-117.440207241326.png,Negative,3
samples/train_images/31.296866897728_-93.36347843381476.png,Negative,3
samples/train_images/35.14964764423739_-120.75983032235462.png,Negative,3
samples/train_images/44.70852428464141_-67.86363424579058.png,Negative,3
samples/train_images/42.24352635666592_-106.10659666482265.png,Negative,3
samples/train_images/34.66357206008581_-89.97971598880874.png,Negative,3
samples/train_images/27.15311391427072_-97.31714636523309.png,Negative,3
samples/train_images/38.45842647365928_-121.90520467595766.png,Negative,3
samples/train_images/32.61186674040552_-100.67898037895904.png,Negative,3
samples/train_images/45.02098911696999_-113.12950108771174.png,Negative,3
samples/train_images/33.91715008940847_-120.1704138007521.png,Negative,3
samples/train_images/29.57195625970376_-92.70695583038032.png,Negative,3
samples/train_images/35.20570008835925_-120.8932576514484.png,Negative,3
samples/train_images/46.39982291620714_-96.0997693633007.png,Negative,3
samples/train_images/41.51924640887573_-97.01457598150192.png,Negative,3
samples/train_images/36.04092480000256_-111.86285741413408.png,Negative,3
samples/train_images/38.93564364021212_-77.15352903598466.png,Negative,3
samples/train_images/47.25600631833697_-109.48968415766812.png,Negative,3
samples/train_images/47.43721599166754_-88.23878885458308.png,Negative,3
samples/train_images/24.868663616774683_-80.73105504631967.png,Negative,3
samples/train_images/48.53901049777828_-110.4611394575778.png,Negative,3
samples/train_images/36.84366734963773_-97.03720918321088.png,Negative,3
samples/train_images/48.29283037193426_-105.31537363129776.png,Negative,3
samples/train_images/47.76070709547928_-119.61808103721276.png,Negative,3
samples/train_images/45.551548615587_-122.55436814670504.png,Negative,3
samples/train_images/40.65717881508374_-87.06775828509653.png,Negative,3
samples/train_images/36.63626374965755_-102.26163133713035.png,Negative,3
samples/train_images/31.278630249219503_-98.18545076891866.png,Negative,3
samples/train_images/41.5025388832798_-82.77327993407334.png,Negative,3
samples/train_images/44.7311327171225_-68.14365523639299.png,Negative,3
samples/train_images/35.31956509973952_-102.6537875578511.png,Negative,3
samples/train_images/29.62106349811443_-99.73675771082615.png,Negative,3
samples/train_images/31.863995260244483_-83.5046522589723.png,Negative,3
samples/train_images/38.54141804552425_-123.36388650892388.png,Negative,3
samples/train_images/30.35215177114926_-84.20528024701241.png,Negative,3
samples/train_images/33.67267072773708_-117.74458300543802.png,Negative,3
samples/train_images/37.10244287260992_-95.41232168178536.png,Negative,3
samples/train_images/43.44085300680034_-83.92181064031749.png,Negative,3
samples/train_images/39.018925946017575_-87.73818416268008.png,Negative,3
samples/train_images/39.39485938190472_-86.25043745269849.png,Negative,3
samples/train_images/41.66583553774259_-70.28422325103088.png,Negative,3
samples/train_images/37.75112071199697_-121.4754785635336.png,Negative,3
samples/train_images/34.75659963535222_-102.22174447765276.png,Negative,3
samples/train_images/40.63675735918601_-89.64238098800163.png,Negative,3
samples/train_images/48.89473178814258_-111.55839040459308.png,Negative,3
samples/train_images/37.6744364093538_-97.26877907098256.png,Negative,3
samples/train_images/39.51153784105928_-106.54738786837385.png,Negative,3
samples/train_images/36.4375685305681_-99.51876952525087.png,Negative,3
samples/train_images/27.813724259442857_-97.1641545257989.png,Negative,3
samples/train_images/30.0351412221309_-88.81303444841771.png,Negative,3
samples/train_images/46.37247524117917_-114.3001086975741.png,Negative,3
samples/train_images/43.18648845615148_-78.61406606990744.png,Negative,3
samples/train_images/33.727506532925474_-84.49914279769703.png,Negative,3
samples/train_images/25.567405841793715_-81.28068048911848.png,Negative,3
samples/train_images/45.91274971668388_-112.68141790222572.png,Negative,3
samples/train_images/41.35503541805588_-95.2328867712782.png,Negative,3
samples/train_images/39.064460739287085_-120.40469406543949.png,Negative,3
samples/train_images/37.8714261401782_-99.69311377466242.png,Negative,3
samples/train_images/44.596975004352885_-70.59866895703925.png,Negative,3
samples/train_images/47.53025537637444_-109.90612103642825.png,Negative,3
samples/train_images/41.61047229669899_-81.25386214693205.png,Negative,3
samples/train_images/35.80757196698188_-83.99710583031487.png,Negative,3
samples/train_images/28.867983457160484_-95.4083934762594.png,Negative,3
samples/train_images/36.29131098436878_-94.0131363602236.png,Negative,3
samples/train_images/41.462458563268186_-94.59746514090668.png,Negative,3
samples/train_images/27.54223882209604_-98.96467307005328.png,Negative,3
samples/train_images/48.53909268908681_-116.920666551972.png,Negative,3
samples/train_images/40.68299671987871_-73.7227150473915.png,Negative,3
samples/train_images/43.46379418272491_-91.04542977994682.png,Negative,3
samples/train_images/44.40131017151204_-86.27305406391761.png,Negative,3
samples/train_images/25.802903431634533_-80.29166020137612.png,Negative,3
samples/train_images/40.2107703388896_-82.9421988672645.png,Negative,3
samples/train_images/39.526742420490905_-82.57453096389688.png,Negative,3
samples/train_images/44.93459060302315_-113.30636846174116.png,Negative,3
samples/train_images/38.6313327518118_-95.6251838593025.png,Negative,3
samples/train_images/48.77524017898313_-108.6423049595073.png,Negative,3
samples/train_images/39.88470352304947_-76.89105120538414.png,Negative,3
samples/train_images/30.17325256107355_-102.04891742673352.png,Negative,3
samples/train_images/41.18837671431865_-86.40435357584886.png,Negative,3
samples/train_images/43.814219735599_-69.3425848174582.png,Negative,3
samples/train_images/36.663737373231086_-79.77289851001372.png,Negative,3
samples/train_images/47.91564182735337_-121.38149868934318.png,Negative,3
samples/train_images/39.51238039857191_-104.76883292957308.png,Negative,3
samples/train_images/33.43239576039432_-93.66885869288517.png,Negative,3
samples/train_images/47.63930630182541_-104.52754421050406.png,Negative,3
samples/train_images/26.86890347047826_-81.8404936252744.png,Negative,3
samples/train_images/41.716779525305526_-87.81977133074068.png,Negative,3
samples/train_images/30.90863198365618_-99.16643464459725.png,Negative,3
samples/train_images/33.872722818600195_-118.15111507568092.png,Negative,3
samples/train_images/40.82132582128007_-112.68442973023292.png,Negative,3
samples/train_images/34.03066405928316_-84.56789807537893.png,Negative,3
samples/train_images/48.99359147448162_-95.1448661811548.png,Negative,3
samples/train_images/41.24121792327614_-87.04315335271203.png,Negative,3
samples/train_images/39.649777230662906_-97.05867942700088.png,Negative,3
samples/train_images/33.820815739742216_-116.43532578599962.png,Negative,3
samples/train_images/42.3016173597134_-93.44219348925785.png,Negative,3
samples/train_images/39.20782621413839_-77.21444353959586.png,Negative,3
samples/train_images/41.32416509515926_-112.03889734294634.png,Negative,3
samples/train_images/31.180084441313547_-82.39665406157891.png,Negative,3
samples/train_images/43.60779240061034_-105.12252732055715.png,Negative,3
samples/train_images/46.90000481726696_-69.56675298967988.png,Negative,3
samples/train_images/47.66328195950703_-122.91518335570196.png,Negative,3
samples/train_images/41.27663947776688_-80.7245099817444.png,Negative,3
samples/train_images/37.74619781959064_-119.26166922655588.png,Negative,3
samples/train_images/35.65063406107795_-95.35020504466596.png,Negative,3
samples/train_images/44.7444434572246_-123.24859511335804.png,Negative,3
samples/train_images/33.01397300654567_-101.68187985448152.png,Negative,3
samples/train_images/24.88774755303039_-80.73671659458284.png,Negative,3
samples/train_images/29.325405987039687_-100.38251724815728.png,Negative,3
samples/train_images/41.89722894690994_-87.89382762654867.png,Negative,3
samples/train_images/41.7721919593421_-88.25785202143183.png,Negative,3
samples/train_images/39.543283523715616_-119.75901819076677.png,Negative,3
samples/train_images/43.92046894351567_-76.42897256622753.png,Negative,3
samples/train_images/34.01561408874197_-119.63053577924128.png,Negative,3
samples/train_images/32.931586392592195_-109.54635683931816.png,Negative,3
samples/train_images/47.58845157937486_-93.00723529884462.png,Negative,3
samples/train_images/30.329085067979044_-87.32390102376797.png,Negative,3
samples/train_images/42.94273650832547_-115.54129423856809.png,Negative,3
samples/train_images/44.9147650008109_-113.01449001516364.png,Negative,3
samples/train_images/44.922494935801936_-68.56655654515917.png,Negative,3
samples/train_images/39.19758832422174_-86.2436443468317.png,Negative,3
samples/train_images/32.31547363642948_-86.36055306137561.png,Negative,3
samples/train_images/48.58445347942124_-123.18701258748696.png,Negative,3
samples/train_images/34.937702652950534_-82.00111283238473.png,Negative,3
samples/train_images/41.757424554546326_-88.18288857974372.png,Negative,3
samples/train_images/37.80814930504176_-95.4234783653148.png,Negative,3
samples/train_images/40.18410056175781_-87.26275086149711.png,Negative,3
samples/train_images/46.32653123165057_-110.87486936358492.png,Negative,3
samples/train_images/30.19270162704797_-96.513478067731.png,Negative,3
samples/train_images/34.28547776948777_-118.41814721163074.png,Negative,3
samples/train_images/29.21721352658315_-82.09071417814039.png,Negative,3
samples/train_images/43.30701523932778_-124.4082045415354.png,Negative,3
samples/train_images/37.46215418673274_-79.11666475021417.png,Negative,3
samples/train_images/37.8313161227244_-75.38146227224257.png,Negative,3
samples/train_images/44.25473206180072_-107.09683518537103.png,Negative,3
samples/train_images/45.183984441800455_-94.83334088112404.png,Negative,3
samples/train_images/36.18489568206992_-115.03812494944506.png,Negative,3
samples/train_images/33.65916354510979_-83.93218787052072.png,Negative,3
samples/train_images/37.93982382316025_-121.27349459675088.png,Negative,3
samples/train_images/48.52500303108735_-122.73779543301636.png,Negative,3
samples/train_images/46.26987827651124_-122.15073502350046.png,Negative,3
samples/train_images/40.84528754645967_-73.86005350396475.png,Negative,3
samples/train_images/34.01383340676149_-120.03765223814808.png,Negative,3
samples/train_images/36.89178231283369_-119.88390178853692.png,Negative,3
samples/train_images/24.518466055828792_-81.95997566709607.png,Negative,3
samples/train_images/46.88323204865951_-68.41914372057535.png,Negative,3
samples/train_images/31.116279694264414_-83.66123866631403.png,Negative,3
samples/train_images/46.56370260304967_-120.29981629063448.png,Negative,3
samples/train_images/38.59894573052817_-106.11677016094605.png,Negative,3
samples/train_images/46.8873387925856_-96.3214125963473.png,Negative,3
samples/train_images/39.43938773881409_-120.30977792787276.png,Negative,3
samples/train_images/38.28625963773959_-102.44217358149749.png,Negative,3
samples/train_images/34.87713540869218_-92.6081765175968.png,Negative,3
samples/train_images/48.79114656405035_-112.42339630206388.png,Negative,3
samples/train_images/42.13196402323253_-93.32717723672752.png,Negative,3
samples/train_images/42.23338469708106_-97.01328075534428.png,Negative,3
samples/train_images/33.890608843481786_-120.07167012087432.png,Negative,3
samples/train_images/41.63990825196613_-87.6735578767417.png,Negative,3
samples/train_images/44.48227341801351_-67.57186682599018.png,Negative,3
samples/train_images/45.451830241266286_-113.75298456658894.png,Negative,3
samples/train_images/47.310621892685305_-68.1519856123102.png,Negative,3
samples/train_images/37.47025483909921_-75.63728148555069.png,Negative,3
samples/train_images/44.92457458709676_-113.31732087039964.png,Negative,3
samples/train_images/34.84175304605702_-82.37162791709167.png,Negative,3
samples/train_images/47.06139963722247_-88.96245881773696.png,Negative,3
samples/train_images/37.52743850215839_-110.659204039702.png,Negative,3
samples/train_images/35.70766341338839_-94.9692077769038.png,Negative,3
samples/train_images/39.2815180452599_-81.8767250728147.png,Negative,3
samples/train_images/35.75744931512919_-120.9042851358752.png,Negative,3
samples/train_images/32.56965516134448_-107.48455576687527.png,Negative,3
samples/train_images/48.96838200129703_-107.42888628529784.png,Negative,3
samples/train_images/34.42168563595419_-118.7714258378132.png,Negative,3
samples/train_images/40.76417654230973_-96.0720582418858.png,Negative,3
samples/train_images/26.52869239766162_-82.22276378862882.png,Negative,3
samples/train_images/38.18512340507107_-76.08557674825366.png,Negative,3
samples/train_images/47.71255302934935_-117.44410747784502.png,Negative,3
samples/train_images/40.61395613372497_-86.99205582120547.png,Negative,3
samples/train_images/33.112125688241115_-117.36322419085305.png,Negative,3
samples/train_images/29.917707827049554_-90.1876846356056.png,Negative,3
samples/train_images/41.55042973803377_-83.5127680704237.png,Negative,3
samples/train_images/28.13393039867977_-82.0450111593858.png,Negative,3
samples/train_images/41.82596900306503_-88.84305990379188.png,Negative,3
samples/train_images/41.06981369062599_-81.20834931201755.png,Negative,3
samples/train_images/40.846698257517474_-117.4194732272954.png,Negative,3
samples/train_images/36.06913627881862_-86.54620353182793.png,Negative,3
samples/train_images/36.10094455337602_-96.72743584033978.png,Negative,3
samples/train_images/42.18195107557105_-109.78908074874316.png,Negative,3
samples/train_images/43.712915289336536_-88.29294931198663.png,Negative,3
samples/train_images/34.5218168586059_-91.55833580490956.png,Negative,3
samples/train_images/29.65771601289363_-92.88526196533655.png,Negative,3
samples/train_images/41.47623855727663_-72.71620267061007.png,Negative,3
samples/train_images/38.42424978678629_-121.83020508759644.png,Negative,3
samples/train_images/43.82155637369323_-111.64506113080417.png,Negative,3
samples/train_images/32.59241547782865_-79.9828340916393.png,Negative,3
samples/train_images/39.07230960837546_-110.31526846086784.png,Negative,3
samples/train_images/27.36558851929752_-81.66495695851938.png,Negative,3
samples/train_images/29.681994905044395_-90.20551299437189.png,Negative,3
samples/train_images/42.10162710626636_-87.67455263044798.png,Negative,3
samples/train_images/31.477881391355744_-91.81991473689747.png,Negative,3
samples/train_images/46.815379659060014_-97.20759394332788.png,Negative,3
samples/train_images/31.613290534498496_-86.34380995159339.png,Negative,3
samples/train_images/41.634402440452455_-93.7257512717596.png,Negative,3
samples/train_images/35.09302898938347_-114.63432604800444.png,Negative,3
samples/train_images/35.36167991299231_-76.37120916447455.png,Negative,3
samples/train_images/45.90411512230011_-122.75205614471406.png,Negative,3
samples/train_images/43.41637309975587_-84.47778171241292.png,Negative,3
samples/train_images/31.998352782743893_-101.13239234679789.png,Negative,3
samples/train_images/35.49011283003398_-101.5557218113748.png,Negative,3
samples/train_images/35.51874398141253_-96.721390382447.png,Negative,3
samples/train_images/30.22349119182485_-87.82766213738257.png,Negative,3
samples/train_images/39.39446590888262_-99.34152065320283.png,Negative,3
samples/train_images/44.57493664160232_-112.23935780094962.png,Negative,3
samples/train_images/33.24331899300242_-88.34818863366763.png,Negative,3
samples/train_images/43.08450760195156_-97.96408783357272.png,Negative,3
samples/train_images/27.713428781325867_-97.22424949735148.png,Negative,3
samples/train_images/47.389258661603264_-120.14171692752107.png,Negative,3
samples/train_images/35.99933740719153_-94.0157789091718.png,Negative,3
samples/train_images/38.46617413373937_-100.57833756571743.png,Negative,3
samples/train_images/45.830959005690886_-101.391744766682.png,Negative,3
samples/train_images/44.82897019012611_-113.37177711603816.png,Negative,3
samples/train_images/30.134650409487143_-95.65043492399968.png,Negative,3
samples/train_images/44.720091830210045_-74.39998566907632.png,Negative,3
samples/train_images/39.0546496114674_-94.90938378022236.png,Negative,3
samples/train_images/48.859650583703456_-122.80672901686938.png,Negative,3
samples/train_images/41.14504444820259_-119.84189141182162.png,Negative,3
samples/train_images/40.010171232709496_-82.16492387860114.png,Negative,3
samples/train_images/40.72520191529616_-74.03110060905186.png,Negative,3
samples/train_images/34.70105438173567_-77.43549470432126.png,Negative,3
samples/train_images/32.40386183171022_-96.42135764846294.png,Negative,3
samples/train_images/40.643731628451135_-107.56319175748229.png,Negative,3
samples/train_images/44.93850681039174_-107.75347187441376.png,Negative,3
samples/train_images/40.7353162270235_-73.01837051425318.png,Negative,3
samples/train_images/38.07158809633159_-116.30792018350527.png,Negative,3
samples/train_images/32.642399816307794_-114.43090105907648.png,Negative,3
samples/train_images/35.77532303778863_-78.68364872360561.png,Negative,3
samples/train_images/41.62103678006295_-87.14558166216244.png,Negative,3
samples/train_images/41.89205973617497_-74.98264169354681.png,Negative,3
samples/train_images/41.89811424939961_-72.95813291262752.png,Negative,3
samples/train_images/37.21504959922753_-76.70840402631178.png,Negative,3
samples/train_images/32.704293997495185_-114.6134222678804.png,Negative,3
samples/train_images/35.627544804614374_-90.47806361121928.png,Negative,3
samples/train_images/36.324041441001214_-101.48290213906203.png,Negative,3
samples/train_images/46.8960949998534_-103.27062300040944.png,Negative,3
samples/train_images/32.60060589532357_-114.62367664865708.png,Negative,3
samples/train_images/43.85988355106972_-82.6489178328437.png,Negative,3
samples/train_images/29.343514524652186_-96.61081580251944.png,Negative,3
samples/train_images/33.03574028913484_-112.6643621626967.png,Negative,3
samples/train_images/30.390631002987604_-87.68717385668171.png,Negative,3
samples/train_images/42.00736092676905_-91.6896085423932.png,Negative,3
samples/train_images/37.147981023804576_-76.63771525571704.png,Negative,3
samples/train_images/44.85143712645701_-87.6029963896139.png,Negative,3
samples/train_images/39.33493674904297_-90.48603966150222.png,Negative,3
samples/train_images/48.97544044702335_-121.24600413090448.png,Negative,3
samples/train_images/44.102884566598576_-74.37827579544525.png,Negative,3
samples/train_images/45.42494303494552_-105.19266133606276.png,Negative,3
samples/train_images/24.56986532936705_-81.7650787728565.png,Negative,3
samples/train_images/39.36361575897417_-121.08371399600594.png,Negative,3
samples/train_images/45.41252420413081_-97.60258950605282.png,Negative,3
samples/train_images/39.92029258613088_-75.52010859138358.png,Negative,3
samples/train_images/38.878286624950505_-76.75636431343891.png,Negative,3
samples/train_images/38.955304588216094_-94.65560362740574.png,Negative,3
samples/train_images/30.62230180762453_-95.25914267416864.png,Negative,3
samples/train_images/47.94955042127033_-89.56932047572906.png,Negative,3
samples/train_images/40.40465810992893_-74.98453808610257.png,Negative,3
samples/train_images/45.19584409385675_-98.1921200468049.png,Negative,3
samples/train_images/45.50242786438182_-89.16970280703842.png,Negative,3
samples/train_images/44.26095503704508_-109.87549819322848.png,Negative,3
samples/train_images/33.000784842687395_-97.3547895839974.png,Negative,3
samples/train_images/37.62518089096563_-76.85988555097735.png,Negative,3
samples/train_images/42.546829952256765_-101.95299024334136.png,Negative,3
samples/train_images/41.30396745364308_-113.06602438541006.png,Negative,3
samples/train_images/42.31312840248615_-83.19656563593463.png,Negative,3
samples/train_images/43.18052124659916_-115.66400571183874.png,Negative,3
samples/train_images/43.06740400008838_-88.01518684949556.png,Negative,3
samples/train_images/33.59764023629368_-83.99559886639364.png,Negative,3
samples/train_images/44.17300391089486_-68.8202669473672.png,Negative,3
samples/train_images/42.09498214490748_-114.75913183507669.png,Negative,3
samples/train_images/46.30401308753345_-124.04011383752432.png,Negative,3
samples/train_images/34.79477934341563_-118.44150304996968.png,Negative,3
samples/train_images/40.23955138032826_-82.83919902054762.png,Negative,3
samples/train_images/46.10079594367299_-95.64187462451568.png,Negative,3
samples/train_images/33.947764554817354_-101.04060671234444.png,Negative,3
samples/train_images/34.770210840369764_-92.21702185873224.png,Negative,3
samples/train_images/42.32216464772169_-83.61704624729569.png,Negative,3
samples/train_images/44.84779285886505_-113.35311275485466.png,Negative,3
samples/train_images/43.54914053740933_-71.29245265445168.png,Negative,3
samples/train_images/41.29125403710561_-118.42130748396649.png,Negative,3
samples/train_images/44.14709283525738_-106.96098189972444.png,Negative,3
samples/train_images/26.77227404438454_-81.29967449510164.png,Negative,3
samples/train_images/27.41541559425104_-80.50761121182461.png,Negative,3
samples/train_images/34.724240148132246_-99.53230112608082.png,Negative,3
samples/train_images/38.45919267441106_-122.72968735228244.png,Negative,3
samples/train_images/35.21305653065336_-80.94550318445232.png,Negative,3
samples/train_images/43.18079348130915_-72.45679573442098.png,Negative,3
samples/train_images/28.658548735710664_-98.13319979565104.png,Negative,3
samples/train_images/39.74835262848832_-122.16594272945876.png,Negative,3
samples/train_images/39.0124035742128_-110.57235656889182.png,Negative,3
samples/train_images/37.49721768683676_-109.1454655851114.png,Negative,3
samples/train_images/47.825253979941735_-110.29327716805489.png,Negative,3
samples/train_images/29.77943159238348_-95.54308038417378.png,Negative,3
samples/train_images/34.042896669446854_-77.9772194021901.png,Negative,3
samples/train_images/38.201044141708_-89.8522588937342.png,Negative,3
samples/train_images/34.792504637220006_-118.43866538411322.png,Negative,3
samples/train_images/32.57371969849923_-107.4833047451113.png,Negative,3
samples/train_images/32.81932197162374_-97.33831891684731.png,Negative,3
samples/train_images/28.616785978153374_-96.62288481259274.png,Negative,3
samples/train_images/31.70563018759639_-98.97737343020908.png,Negative,3
samples/train_images/24.879631596799666_-80.72342798989017.png,Negative,3
samples/train_images/37.24753894924713_-98.35521775989966.png,Negative,3
samples/train_images/39.02311656690773_-113.03494661091707.png,Negative,3
samples/train_images/39.68050840871032_-75.61756253101106.png,Negative,3
samples/train_images/36.19445558070947_-115.2848615084373.png,Negative,3
samples/train_images/35.376484136693726_-91.82933480675062.png,Negative,3
samples/train_images/33.82141131057338_-77.9750449628688.png,Negative,3
samples/train_images/28.77445419942873_-95.53403179723811.png,Negative,3
samples/train_images/47.79277193833039_-123.74388248982528.png,Negative,3
samples/train_images/40.07673056947217_-124.13978699023826.png,Negative,3
samples/train_images/36.8571899258655_-97.12443980817318.png,Negative,3
samples/train_images/48.251120249573816_-101.33521378868934.png,Negative,3
samples/train_images/35.22418782633966_-97.666268813736.png,Negative,3
samples/train_images/40.73365590141765_-73.82406524935982.png,Negative,3
samples/train_images/36.2402499082727_-81.51675036189759.png,Negative,3
samples/train_images/34.90631405868152_-79.10755798008097.png,Negative,3
samples/train_images/45.36964812479195_-67.72951008232417.png,Negative,3
samples/train_images/37.90014314656583_-121.24239542187163.png,Negative,3
samples/train_images/30.40278900315945_-95.60704187821612.png,Negative,3
samples/train_images/44.88100869674373_-93.23945829472972.png,Negative,3
samples/train_images/33.95828850089285_-87.10425035704588.png,Negative,3
samples/train_images/33.852728047822694_-117.92047838907808.png,Negative,3
samples/train_images/37.37030045433736_-121.9392853163722.png,Negative,3
samples/train_images/28.07608129150678_-82.43717897395864.png,Negative,3
samples/train_images/42.11623853028881_-79.73536630497031.png,Negative,3
samples/train_images/34.66154983554786_-77.07610953296398.png,Negative,3
samples/train_images/33.57094464131321_-87.12653867970035.png,Negative,3
samples/train_images/42.6730880362725_-83.46381473422153.png,Negative,3
samples/train_images/44.293818197216765_-109.71362345051882.png,Negative,3
samples/train_images/43.82939649772923_-101.91524326232606.png,Negative,3
samples/train_images/38.35213224310802_-86.85460516326695.png,Negative,3
samples/train_images/30.3236547238027_-87.40710020209838.png,Negative,3
samples/train_images/46.59453549445509_-112.01474468124437.png,Negative,3
samples/train_images/36.78756909406799_-119.85274042700314.png,Negative,3
samples/train_images/32.67606568862254_-97.37441987210504.png,Negative,3
samples/train_images/40.53163683528729_-81.4862670653522.png,Negative,3
samples/train_images/37.1258108070444_-118.57095998387187.png,Negative,3
samples/train_images/33.899714462892675_-102.04229998594846.png,Negative,3
samples/train_images/31.125238926989347_-92.4411683696902.png,Negative,3
samples/train_images/29.374638105449417_-100.7623062316908.png,Negative,3
samples/train_images/45.03648626210491_-109.56870911536016.png,Negative,3
samples/train_images/37.63813447673654_-88.51930794271908.png,Negative,3
samples/train_images/27.30866959640392_-82.00483277666993.png,Negative,3
samples/train_images/37.84602550166254_-97.36951329792022.png,Negative,3
samples/train_images/37.28990956155238_-76.3115641644432.png,Negative,3
samples/train_images/38.79396896011241_-77.98405862058146.png,Negative,3
samples/train_images/34.009553168824965_-117.9429594964644.png,Negative,3
samples/train_images/41.93208793434066_-124.23705884211788.png,Negative,3
samples/train_images/33.684181289807526_-84.0766241873508.png,Negative,3
samples/train_images/39.17217185189782_-84.45184827616339.png,Negative,3
samples/train_images/32.724497635506_-97.37012702964304.png,Negative,3
samples/train_images/27.51558317521389_-82.6105913591588.png,Negative,3
samples/train_images/30.52663199977774_-92.07838935180772.png,Negative,3
samples/train_images/36.11555307814062_-101.16918233977918.png,Negative,3
samples/train_images/30.358933394850204_-86.95571220426925.png,Negative,3
samples/train_images/45.07569654076472_-93.25897121065384.png,Negative,3
samples/train_images/36.42032681983649_-88.03908167871992.png,Negative,3
samples/train_images/40.9571940526436_-112.3479563634362.png,Negative,3
samples/train_images/41.92223596605305_-97.81252825462244.png,Negative,3
samples/train_images/45.235425698744265_-114.81602490263109.png,Negative,3
samples/train_images/44.09053276283487_-121.7763999620248.png,Negative,3
samples/train_images/38.54900424242382_-89.84173309074632.png,Negative,3
samples/train_images/36.93480078190201_-76.34138442393606.png,Negative,3
samples/train_images/29.96660736286792_-89.84683947361157.png,Negative,3
samples/train_images/43.21571420360303_-87.99242951843523.png,Negative,3
samples/train_images/44.27633985368458_-98.49915466222336.png,Negative,3
samples/train_images/38.653739141618736_-75.17910122614104.png,Negative,3
samples/train_images/40.88997904012798_-74.45262073502687.png,Negative,3
samples/train_images/45.04812613346614_-71.30442729849888.png,Negative,3
samples/train_images/34.297087630098254_-99.3953692382928.png,Negative,3
samples/train_images/41.269679036368174_-72.88692279466103.png,Negative,3
samples/train_images/47.81174431424435_-98.16779568811108.png,Negative,3
samples/train_images/40.641333206800695_-73.1210552911748.png,Negative,3
samples/train_images/35.316766163791826_-102.51379792494404.png,Negative,3
samples/train_images/42.80997444617074_-108.2701085387824.png,Negative,3
samples/train_images/38.47918593022239_-111.89113329815532.png,Negative,3
samples/train_images/32.39040293356486_-100.5741774974796.png,Negative,3
samples/train_images/45.43104061455054_-114.4173935181492.png,Negative,3
samples/train_images/32.26018633893435_-82.6004595101069.png,Negative,3
samples/train_images/33.21414586445322_-115.73191619771973.png,Negative,3
samples/train_images/33.88557196461056_-118.07031712778682.png,Negative,3
samples/train_images/41.21371393672008_-82.7746161733557.png,Negative,3
samples/train_images/33.061663933276485_-115.4667615709466.png,Negative,3
samples/train_images/44.21043751544525_-68.80813665382969.png,Negative,3
samples/train_images/40.74270724001701_-104.40152522714746.png,Negative,3
samples/train_images/41.76851634328308_-80.5815064876654.png,Negative,3
samples/train_images/42.40566251042565_-103.04362591040092.png,Negative,3
samples/train_images/38.91990640844253_-94.7108837827796.png,Negative,3
samples/train_images/46.36616300434363_-95.9100964070314.png,Negative,3
samples/train_images/39.36266235426984_-103.40241778638368.png,Negative,3
samples/train_images/35.97415882670839_-98.88890494728612.png,Negative,3
samples/train_images/48.15631901152304_-112.49266574700736.png,Negative,3
samples/train_images/37.63388788334586_-120.90274089851292.png,Negative,3
samples/train_images/30.005129051271105_-90.01610989220768.png,Negative,3
samples/train_images/34.449659899002114_-85.37287913740039.png,Negative,3
samples/train_images/40.69667061332916_-99.4526191424001.png,Negative,3
samples/train_images/36.00494487986476_-107.37416981351508.png,Negative,3
samples/train_images/39.334030409017984_-76.40312362878473.png,Negative,3
samples/train_images/40.10540774184044_-83.31086153823773.png,Negative,3
samples/train_images/34.95154651534263_-81.76367086907554.png,Negative,3
samples/train_images/41.618758169851645_-118.86019120263605.png,Negative,3
samples/train_images/43.60938974282139_-89.44383320462032.png,Negative,3
samples/train_images/36.27849968167299_-119.72011090379254.png,Negative,3
samples/train_images/41.95149797295991_-93.4999963994637.png,Negative,3
samples/train_images/38.65928794005045_-94.8223453505479.png,Negative,3
samples/train_images/41.17243540183432_-114.74433762232827.png,Negative,3
samples/train_images/43.43897325441765_-123.52156438488586.png,Negative,3
samples/train_images/27.80648186865972_-81.76443201154149.png,Negative,3
